# 65536
65536 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
# stride
stride 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
# 131072
131072 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
# stride
stride 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
# 262144
262144 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
# stride
stride 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
# 524288
524288 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
# stride
stride 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
